ID,Name,Works_for,Work_History,Founder,Country,City,Gender,Main Category,Subcategory,Role,Community,PhD,PhD Type,PhD of,LinkedIn,h-index,Associated With,Other companies founded,Still_Active_in_Prev_Co,Prev. Co-founders,Senior_Role_Big_Tech,Highly_Cited_Professor,Career-long Citations,Specialisation,Other Notable Facts
P13558,Daniel Louzon,Quantum Machines,,,Israel,Tel Aviv-Yafo,,,,Quantum Control Solutions Engineer,,,,,https://www.linkedin.com/in/daniel-louzon-ab305a213/,,,,,,,,,,
P13559,Martin Fuentetaja Leza,Donostia International Physics Center (DIPC),,,Spain,San Sebastián,,,,Research Assistant,,,,,https://www.linkedin.com/in/martin-fuentetaja-leza-ba5222273/,,,,,,,,,,
P13560,Vineet Dabholkar,Quantum Phinance,,,India,Mumbai,,,,Programmer Analyst,,,,,https://www.linkedin.com/in/vineet-dabholkar-293a4a1a4/,,,,,,,,,,
P13561,Marharyta Bilyk,AI Quantum Tech at Polish-Japanese Academy of Information Technology,,,Poland,Warsaw,,,,Lead AI Automation,,,,,https://www.linkedin.com/in/marharyta-bilyk-196287256/,,,,,,,,,,
P13562,Dat Thanh Le,Analog Quantum Circuits,,,Australia,St Lucia,,,,Research Physicist,,,,,https://www.linkedin.com/in/dat-thanh-le-94957716a/,,,,,,,,,,
P13563,Christopher Lebeau,Quantum Research International,,,United States,Huntsville,,,,Software Developer,,,,,https://www.linkedin.com/in/christopher-lebeau-a6500b143/,,,,,,,,,,
P13564,elijah sichone,First Quantum Minerals,,,Zambia,Chingola,,,,person in charge,,,,,https://www.linkedin.com/in/elijah-sichone-969bb210a/,,,,,,,,,,
P13565,EDWIN KATEBE,First Quantum Minerals,,,Zambia,Solwezi,,,,Heavy Duty Mechanic,,,,,https://www.linkedin.com/in/edwin-katebe-674a1a95/,,,,,,,,,,
P13566,Max Wang,IonQ,,,United States,McLean,,,,Contracted Quantum ML Engineer,,,,,https://www.linkedin.com/in/max-yy-wang/,,,,,,,,,,
P13567,Tom Davies,QuantumIT,,,United Kingdom,London,,,,Operations Manager,,,,,https://www.linkedin.com/in/tom-davies-15ba5068/,,,,,,,,,,
P13568,Sandeep Menon,Quantum Consumer Solutions: Insight & Design Strategy,,,India,Thane,,,,Vice President Field Operations,,,,,https://www.linkedin.com/in/sandeep-menon-74716941/,,,,,,,,,,
P13569,Nadira Gokul,First Quantum Minerals,,,South Africa,City of Johannesburg,,,,Expeditor-Mining Procurement,,,,,https://www.linkedin.com/in/nadira-gokul/,,,,,,,,,,
P13570,Matt K.,Quantum Workplace,,,United States,Omaha,,,,Senior Quality Analyst,,,,,https://www.linkedin.com/in/matt-k-15828711/,,,,,,,,,,
P13571,Oleg Lazanovitch,Omex Data Service LLC,,,United States,Miami,,,,Руководитель по ИТ,,,,,https://www.linkedin.com/in/oleg-lazanovitch-299a14325/,,,,,,,,,,
P13572,Sierra Stelzer,Quantum Health,,,United States,Columbus,,,,,,,,,https://www.linkedin.com/in/sierra-stelzer/,,,,,,,,,,
P13573,Dany Jacob,First Quantum Minerals,,,Canada,Chibougamau,,,,Coordonateur en environnement,,,,,https://www.linkedin.com/in/dany-jacob-a23907150/,,,,,,,,,,
P13574,Fionn Dempsey,M Squared,,,United Kingdom,Glasgow,,,,Laser Manufacturing Engineer,,,,,https://www.linkedin.com/in/fionn-dempsey-33a1a1221/,,,,,,,,,,
P13575,David New,Quantum Marketing,,,United Kingdom,Reading,,,,Telemarketing Consultant,,,,,https://www.linkedin.com/in/david-new-81484021/,,,,,,,,,,
P13576,James Pam,Quantum Analytics NG,,,Nigeria,Jos,,,,Data Analyst,,,,,https://www.linkedin.com/in/james-pam-ab790076/,,,,,,,,,,
P13577,Damjana Sekernik,Quantum Chimica Global Regulatory Affairs and Research solutions Ltd.,,,Slovenia,Slovenia,,,,Cosultant,,,,,https://www.linkedin.com/in/damjana-sekernik-832192a3/,,,,,,,,,,
P13578,Yatin Bhatawdekar,Quantum Consumer Solutions: Insight & Design Strategy,,,India,Thane,,,,IT Hive Head,,,,,https://www.linkedin.com/in/yatin-bhatawdekar-1b4a2697/,,,,,,,,,,
P13579,Louis Vignoli,Pasqal,,,France,Paris,,,,Quantum error correction engineer,,,,,https://www.linkedin.com/in/louis-vignoli/,,,,,,,,,,
P13580,Alexander Ayres,"Laser Quantum, A Novanta Company",,,United Kingdom,Greater Manchester,,,,Research And Development Engineer,,,,,https://www.linkedin.com/in/alexander-ayres-1b64716b/,,,,,,,,,,
P13581,Marisa Samuels,Quantum Food Service,,,United States,Fort Lauderdale,,,,Director of Innovation and Design,,,,,https://www.linkedin.com/in/marisa-samuels-3b76a427/,,,,,,,,,,
P13582,Yoongkee Choe,National Institute of Advanced Industrial Science and Technology (AIST),,,日本 茨城県,日本 茨城県,,,,Senior Research Scientist,,,,,https://www.linkedin.com/in/yoongkee-choe-21845a37/,,,,,,,,,,
P13583,Ismael Mabeleng,The Quantum Capital Investment Group,,,United Kingdom,London Area,,,,Founder,,,,,https://www.linkedin.com/in/ismael-mabeleng-815826295/,,,,,,,,,,
P13584,Humphrey Chulu,First Quantum Minerals,,,Zambia,Lusaka,,,,Metal Fabricator,,,,,https://www.linkedin.com/in/humphrey-chulu-806829244/,,,,,,,,,,
P13585,Michał Sas,Grupa Brokerska Quantum Sp. z o.o.,,,Lodz Metropolitan Area,Lodz Metropolitan Area,,,,Broker Ubezpieczeniowy,,,,,https://www.linkedin.com/in/michał-sas-96768714a/,,,,,,,,,,
P13586,Dennis Musolini,First Quantum Minerals,,,Zambia,Kalumbila,,,,Security System Integrator,,,,,https://www.linkedin.com/in/dennis-musolini-62a8a01a9/,,,,,,,,,,
P13587,Prajakta Bandgar,FuturixAI,,,India,Pune,,,,Chief Product Officer,,,,,https://www.linkedin.com/in/prajakta-bandgar-2bb6a92a6/,,,,,,,,,,
P13588,Brent Colvin,Quantum Design,,,United States,Valley Center,,,,Software Engineer,,,,,https://www.linkedin.com/in/brent-colvin-66032928/,,,,,,,,,,
P13589,Ali Saeed,SCALINQ,,,Sweden,Gothenburg,,,,Quality Engineer,,,,,https://www.linkedin.com/in/ali-saeed-2706001a1/,,,,,,,,,,
P13590,Lana Mineh,Phasecraft,,,United Kingdom,Bristol,,,,Quantum software engineer,,,,,https://www.linkedin.com/in/lana-mineh-4a628b294/,,,,,,,,,,
P13591,Isabel Gatsi,First Quantum Minerals,,,Zambia,Lusaka Province,,,,Human Resources Specialist,,,,,https://www.linkedin.com/in/igatsi/,,,,,,,,,,
P13592,Amadou Sarr,Quantum Neuromonitoring,,,United States,Sacramento,,,,Manager,,,,,https://www.linkedin.com/in/amadou-sarr-a5868743/,,,,,,,,,,
P13593,Marilena Frangi,Institute for Quantum Transformation,,,United Kingdom,London,,,,Creative Director,,,,,https://www.linkedin.com/in/marilena-frangi-316130209/,,,,,,,,,,
P13594,Heather Harrie,Quantum Advisory,,,United Kingdom,Greater Newport Area,,,,Payroll & HR Officer,,,,,https://www.linkedin.com/in/heather-harrie-094a0541/,,,,,,,,,,
P13595,Helen Geng,Silicon Quantum Computing,,,Australia,Sydney,,,,Quantum Engineer,,,,,https://www.linkedin.com/in/helen-geng-5a727b250/,,,,,,,,,,
P13596,Pinrui Shen,Quantum Valley Ideas Lab,,,Canada,Waterloo,,,,Scientist,,,,,https://www.linkedin.com/in/pinrui-shen-76219a1aa/,,,,,,,,,,
P13597,Misheck Chuulu,First Quantum Minerals,,,Zambia,Lusaka,,,,Trainee,,,,,https://www.linkedin.com/in/misheck-chuulu-789134230/,,,,,,,,,,
P13598,Pádraig Daly,qssys - Quantum Space Systems GmbH,,,Ireland,Cork,,,,Quantum Scientist,,,,,https://www.linkedin.com/in/pádraig-daly-467330282/,,,,,,,,,,
P13599,Arnav Dutta,KCL Quantum Mechanics Society,,,United Kingdom,United Kingdom,,,,President,,,,,https://www.linkedin.com/in/arnav404/,,,,,,,,,,
P13600,Alexander Hois,Quantum,,,United States,Littleton,,,,Firmware Engineer,,,,,https://www.linkedin.com/in/alexander-hois-9382792/,,,,,,,,,,
P13601,omkar dutta,Quantum Integrators,,,United States,Princeton Junction,,,,Senior IT Recruiter,,,,,https://www.linkedin.com/in/omkar-dutta-5653b011a/,,,,,,,,,,
P13602,Aleksandra Krajewska,"Max-Planck Institute for Solid State Research, Stuttgart, Germany",,,Stuttgart Region,Stuttgart Region,,,,Research Group Leader,,,,,https://www.linkedin.com/in/aleksandra-krajewska-7014a177/,,,,,,,,,,
P13603,Jonas Schmitt,Max Planck Institute of Quantum Optics,,,Germany,Garching,,,,PHD Candidate,,,,,https://www.linkedin.com/in/jonas-schmitt-a69058221/,,,,,,,,,,
P13604,Yakov Solomons,Quantum Art,,,Israel,Nes Ziona,,,,Physicist,,,,,https://www.linkedin.com/in/yakov-solomons-722333119/,,,,,,,,,,
P13605,Sydney Musemangeji,First Quantum Minerals,,,Zambia,Solwezi,,,,Assistant Administrator,,,,,https://www.linkedin.com/in/sydney-musemangeji-3b8987112/,,,,,,,,,,
P13606,Vikash Shrestha,QUANTUM HI TECH MERCHANDISING PRIVATE LIMITED,,,India,Patna,,,,Sales Associate,,,,,https://www.linkedin.com/in/vikash-shrestha-a3a0a439/,,,,,,,,,,
P13607,Muhammad Imran,Max Planck Institute of Microstructure Physics,,,Germany,Dresden,,,,Alexander von Humboldt Postdoctoral Fellow,,,,,https://www.linkedin.com/in/muhammad-imran-05786623/,,,,,,,,,,
P13608,Carlos Andres Duran Paredes,IEEE Quantum in Consumer Technology,,,Colombia,Popayán,,,,Miembro,,,,,https://www.linkedin.com/in/carlos-andres-duran-paredes-3a7878163/,,,,,,,,,,
P13609,Jun Young Kim,Deteqt,,,Australia,Sydney,,,,Embedded Software Engineer,,,,,https://www.linkedin.com/in/junyoung-kim/,,,,,,,,,,
P13610,Nichola Anderson,Quantum Pharmaceutical Ltd,,,United Kingdom,United Kingdom,,,,Human Resources Advisor,,,,,https://www.linkedin.com/in/nichola-anderson-a50557b7/,,,,,,,,,,
P13611,Jay D,Quantum Digital Solutions,,,United States,Austin,,,,Co-Founder,,,,,https://www.linkedin.com/in/jay-d-258977318/,,,,,,,,,,
P13612,Benjamin Kho,Quantum Inventions (QI),,,Singapore,Singapore,,,,"Senior Executive, Process, Vendor & Inventory Management",,,,,https://www.linkedin.com/in/benjaminkho/,,,,,,,,,,
P13613,Aakif Rehman,Quantasphere,,,United Kingdom,Durham,,,,Chief Technology Officer,,,,,https://www.linkedin.com/in/aakif-rehman-401362194/,,,,,,,,,,
P13614,Luan Vieira,Quantum Engenharia,,,Greater Florianopolis,Greater Florianopolis,,,,Gerente de Obras e Projetos,,,,,https://www.linkedin.com/in/luan-vieira-3897b9140/,,,,,,,,,,
P13615,Lenimara Cruvinel,Quantum Design - Latin America,,,Brazil,Campinas,,,,Secretária,,,,,https://www.linkedin.com/in/lenimara-cruvinel-36052631/,,,,,,,,,,
P13616,Kao-Chen Liang,Quantum Design Taiwan,,,Taiwan,Taiwan,,,,General Manager,,,,,https://www.linkedin.com/in/jackcliang/,,,,,,,,,,
P13617,Andy Schang,Institute for Quantum Computing,,,Canada,Waterloo,,,,Graduate Researcher,,,,,https://www.linkedin.com/in/andy-schang-097a28221/,,,,,,,,,,
P13618,Rick Moore,"Quantum Financial Partners, LLC",,,United States,Lenexa,,,,Portfolio Manager,,,,,https://www.linkedin.com/in/rick-moore-79125511/,,,,,,,,,,
P13619,Sebastian Hähnle,Orange Quantum Systems,,,Netherlands,Delft,,,,Lead System Engineer,,,,,https://www.linkedin.com/in/sebastian-h%c3%a4hnle-a23604207/,,,,,,,,,,
P13620,Sudeera G.,National Institute of Advanced Industrial Science and Technology (AIST),,,日本 東京都,日本 東京都,,,,Research Scientist,,,,,https://www.linkedin.com/in/sudeera-g-14257a128/,,,,,,,,,,
P13621,Khushal Siktia,Quantum Recruit Solutions,,,India,Bengaluru,,,,Founder,,,,,https://www.linkedin.com/in/khushal-siktia-b995702ba/,,,,,,,,,,
P13622,Luca Candelori,Qognitive,,,United States,Miami,,,,Director of Research,,,,,https://www.linkedin.com/in/luca-candelori-48738a27a/,,,,,,,,,,
P13623,Amandine GERMAIN,Pride Mobility - Quantum Rehab France,,,Lyon,Lyon,,,,Assistante commerciale,,,,,https://www.linkedin.com/in/amandine-germain-844623130/,,,,,,,,,,
P13624,Brian Anderson,Quantum Graphics,,,United States,Eden Prairie,,,,Mailing Data Processing,,,,,https://www.linkedin.com/in/brian-anderson-89ba5211/,,,,,,,,,,
P13625,Ivaylo Madjarov,Quantinuum,,,Denver,Denver,,,,Senior Advanced Physicist,,,,,https://www.linkedin.com/in/ivaylo-madjarov/,,,,,,,,,,
P13626,Chia Hung Chen,Quantum,,,台灣 臺北市 台北,台灣 臺北市 台北,,,,Sales Manager,,,,,https://www.linkedin.com/in/chia-hung-chen-4011a5109/,,,,,,,,,,
P13627,Jason DeVita,IonQ,,,United States,Santa Monica,,,,Staff Scientist,,,,,https://www.linkedin.com/in/jasondevita/,,,,,,,,,,
P13628,Charlotte Wheeler,Quantum Leap Solutions Limited,,,United Kingdom,Guildford,,,,Head of Marketing,,,,,https://www.linkedin.com/in/charlotte-wheeler-a98a7b9a/,,,,,,,,,,
P13629,"Carly Ahmed, BSN, RN, CCM",Quantum Health,,,Ohio Metropolitan Area,Columbus,,,,Clinical Quality Manager,,,,,https://www.linkedin.com/in/carly-ahmed-bsn-rn-ccm-25021088/,,,,,,,,,,
P13630,Sebastian Hutchinson,Quantum-Si,,,Paris,Paris,,,,Senior Scientist,,,,,https://www.linkedin.com/in/sebastian-hutchinson-517023198/,,,,,,,,,,
P13631,Chippada Sai babu,Quantum Energy Limited,,,India,Visakhapatnam,,,,Sr. Integration Engineer,,,,,https://www.linkedin.com/in/chippada-sai-babu-7b9359201/,,,,,,,,,,
P13632,Carlo Rotor-Murphy,Quantum College,,,Vancouver,Vancouver,,,,Hospitality Management Program Instructor,,,,,https://www.linkedin.com/in/carlo-rotor-murphy-552b64285/,,,,,,,,,,
P13633,Mary Cooper,Quantum,,,France,Angoulême,,,,Installations Coordinator Roe,,,,,https://www.linkedin.com/in/mary-cooper-bb401a5/,,,,,,,,,,
P13634,Shimani Simbaya,First Quantum Minerals,,,Zambia,Solwezi,,,,System Technician,,,,,https://www.linkedin.com/in/shimani-simbaya-a5626a158/,,,,,,,,,,
P13635,Monisha S,Teamware Solutions,,,India,Chennai,,,,Talent Acquisition Executive,,,,,https://www.linkedin.com/in/monisha-s-691749282/,,,,,,,,,,
P13636,Quantum Leap Web Design,Quantum Leap,,,United States,Austin,,,,Creative Designer,,,,,https://www.linkedin.com/in/quantum-leap-digital-agency-l512000/,,,,,,,,,,
P13637,Kianna Corral,Quantum Workplace,,,United States,Phoenix,,,,Software Quality Engineer II,,,,,https://www.linkedin.com/in/kianna-booker/,,,,,,,,,,
P13638,Ming Liang,Quantum Global Solutions,,,Qatar,Qatar,,,,Executive Consultant,,,,,https://www.linkedin.com/in/ming-liang-864b1718b/,,,,,,,,,,
P13639,Martin McArdle,Quantum CCTV,,,South Africa,South Africa,,,,Sales Executive,,,,,https://www.linkedin.com/in/martin-mcardle-2a83876b/,,,,,,,,,,
P13640,Phong Nguyen,Quantum,,,United States,Tracy,,,,Customer Service Field Engineer,,,,,https://www.linkedin.com/in/phong-nguyen-0756a387/,,,,,,,,,,
P13641,Richard Butcher,Quantum Advisory,,,United Kingdom,Newport,,,,Pension Administration Team Leader,,,,,https://www.linkedin.com/in/richard-butcher-006bb9117/,,,,,,,,,,
P13642,Isaac Omega Tembo,First Quantum Minerals,,,Zambia,Zambia,,,,Simulator Trainer and Assessor,,,,,https://www.linkedin.com/in/isaac-omega-tembo-2111a781/,,,,,,,,,,
P13643,Alban Quinton Malan (GradIOSH),Quantum Foods,,,South Africa,City of Cape Town,,,,National OHSE Manager,,,,,https://www.linkedin.com/in/alban-quinton-malan-gradiosh-2ab34586/,,,,,,,,,,
P13644,Wendy L.,Quantum Lifecycle Partners,,,Canada,North Bay,,,,Senior Human Resources Coordinator,,,,,https://www.linkedin.com/in/wendy-leppanen/,,,,,,,,,,
P13645,Aleksi Julku,QuantrolOx,,,Finland,Helsinki,,,,Senior Quantum Software Engineer,,,,,https://www.linkedin.com/in/aleksi-julku-49a77b196/,,,,,,,,,,
P13646,Anastasia Ivanova,Quantum Health Solutions,,,Russia,Moscow,,,,Brand Manager,,,,,https://www.linkedin.com/in/anastasia-ivanova-b3b651141/,,,,,,,,,,
P13647,S. Siddardha Chelluri,Max Planck Institute for the Science of Light,,,Germany,Mainz,,,,Guest Researcher,,,,,https://www.linkedin.com/in/s-siddardha-chelluri-067035256/,,,,,,,,,,
P13648,Angélica María Vargas Belisario,First Quantum Minerals,,,Panama,Panama,,,,Mechanical Engineering Specialist,,,,,https://www.linkedin.com/in/angélica-maría-vargas-belisario-1a869846/,,,,,,,,,,
P13649,Brian Vlastakis,Oxford Quantum Circuits (OQC),,,United Kingdom,United Kingdom,,,,Lead Quantum Research & Development,,,,,https://www.linkedin.com/in/brianvlastakis/,,,,,,,,,,
P13650,Karthi Panneer Selvam,Quantum Logistics,,,United Arab Emirates,United Arab Emirates,,,,Warehouse Manager,,,,,https://www.linkedin.com/in/karthi-panneer-selvam-387362129/,,,,,,,,,,
P13651,Matt Ignatius,Quantum Devices Inc.,,,United States,Barneveld,,,,V.P. of Sales and Marketing,,,,,https://www.linkedin.com/in/matt-ignatius-8b1a8211/,,,,,,,,,,
P13652,Katherine Bell,Quantum Benchmark Inc.,,,Canada,Kitchener,,,,Executive Assistant,,,,,https://www.linkedin.com/in/katherine-bell-mlis/,,,,,,,,,,
P13653,Abhishek Pal,Quantum Asia Pvt Ltd.,,,#VALUE!,#VALUE!,,,,Junior Software Developer,,,,,https://www.linkedin.com/in/abhishek-pal-29101998/,,,,,,,,,,
P13654,Mikhail Mamaikin,Max Planck Institute of Quantum Optics,,,Germany,Munich,,,,Postdoctoral Researcher,,,,,https://www.linkedin.com/in/mikhail-mamaikin-73b54819b/,,,,,,,,,,
P13655,Dmitry Kozliuk,Terra Quantum AG,,,Germany,Munich,,,,Quantum Engineer,,,,,https://www.linkedin.com/in/dmitry-kozliuk-443311180/,,,,,,,,,,
P13656,mark sabido,Universal Quantum,,,United Kingdom,United Kingdom,,,,Senior Embedded Software Engineer,,,,,https://www.linkedin.com/in/mark-sabido-403b6137/,,,,,,,,,,
P13657,Logan Richmond-Clark,Spencer Quantum Ltd,,,United Kingdom,Saltash,,,,Graduate Enginneering Geologist,,,,,https://www.linkedin.com/in/logan-richmond-clark/,,,,,,,,,,
P13658,Nolan Bitner,Pritzker School of Molecular Engineering at the University of Chicago,,,United States,Chicago,,,,Graduate Student Researcher,,,,,https://www.linkedin.com/in/nolan-bitner/,,,,,,,,,,
P13659,Manfred Schreer,First Quantum Minerals,,,Canada,Gatineau,,,,Maintenance Manager,,,,,https://www.linkedin.com/in/manfred-schreer-56bb8526/,,,,,,,,,,
P13660,lisah latisya,Quantum,,,Indonesia,Jakarta,,,,Telesales Agent,,,,,https://www.linkedin.com/in/lisah-latisya-070622157/,,,,,,,,,,
P13661,Gunawan Wi,PT PLANETBIRU INDONESIA,,,Indonesia,Kota Medan,,,,Marketing Specialist,,,,,https://www.linkedin.com/in/gunawan-wi-0657ba215/,,,,,,,,,,
P13662,Vincent Hans Susanto,Quantum Tera Network,,,Indonesia,Surabaya,,,,Network Operations Center,,,,,https://www.linkedin.com/in/vincent-hans-susanto-2911201b0/,,,,,,,,,,
P13663,Bibusa Zoko,First Quantum Minerals,,,Zambia,Kalumbila,,,,Process Plant Trainer & Assessor,,,,,https://www.linkedin.com/in/bibusa-zoko-24329b226/,,,,,,,,,,
P13664,Tyler Zegray,Quantum Motion,,,United Kingdom,London,,,,Quantum Engineer,,,,,https://www.linkedin.com/in/tyler-zegray-4ba007205/,,,,,,,,,,
P13665,Sudip Mahato,CARQ-Centre for Astronomy Research & Quantum Computing,,,India,Purulia-I,,,,Member of Quantum Computing,,,,,https://www.linkedin.com/in/sudip-mahato-104519257/,,,,,,,,,,
P13666,Dedy Febrian,PT Adira Quantum Multifinance,,,Indonesia,West Java,,,,field surveyor,,,,,https://www.linkedin.com/in/dedy-febrian-51a769ab/,,,,,,,,,,
P13667,Debapriya Chakraborty,QSciT Research,,,India,Kolkata,,,,Founder | MD | CEO,,,,,https://www.linkedin.com/in/debapriya-chakraborty-28653833a/,,,,,,,,,,
P13668,Adrian Bodnar,Quantum Consulting Engineers,,,Australia,Brisbane,,,,Structural Design Engineer,,,,,https://www.linkedin.com/in/adrian-bodnar-9384ab200/,,,,,,,,,,
P13669,Sebastian Marin,Quantum Lifecycle Partners,,,Costa Rica,Cartago,,,,Head Of Asset Management,,,,,https://www.linkedin.com/in/sebastian-marin-578360171/,,,,,,,,,,
P13670,Nadav Kandel,Quantum Source,,,Israel,Rehovot,,,,Physicist,,,,,https://www.linkedin.com/in/nadav-kandel-1514ab325/,,,,,,,,,,
P13671,Lars Seldenthuis,Leiden Institute of Physics - LION,,,Netherlands,Berkel en Rodenrijs,,,,Ondersteuner TOO,,,,,https://www.linkedin.com/in/lars-seldenthuis-3497aa327/,,,,,,,,,,
P13672,Owen Smith,"Quantum Services, Inc",,,Canada,Ontario,,,,Project Manager,,,,,https://www.linkedin.com/in/owen-smith-55666215b/,,,,,,,,,,
P13673,Vijay Singh,National Physical Laboratory (NPL),,,United Kingdom,United Kingdom,,,,Higher Scientist,,,,,https://www.linkedin.com/in/vijay-singh-5021ba35/,,,,,,,,,,
P13674,Pragya kiran,Teamware Solutions,,,Singapore,Singapore,,,,HR-operations,,,,,https://www.linkedin.com/in/pragya-kiran-907b14ab/,,,,,,,,,,
P13675,Scott Johnstun,Phantom Photonics,,,Canada,Waterloo,,,,Engineering Physicist,,,,,https://www.linkedin.com/in/scott-johnstun/,,,,,,,,,,
P13676,Mujega Himoonga,First Quantum Minerals,,,Zambia,Zambia,,,,Cost Controller,,,,,https://www.linkedin.com/in/mujega-himoonga-b3aa7a44/,,,,,,,,,,
P13677,Ryan Morgenstern,Maybell Quantum,,,United States,Denver,,,,Cryogenic Scientist,,,,,https://www.linkedin.com/in/ryan-morgenstern-7b9b0813b/,,,,,,,,,,
P13678,Michael Chikontwe,First Quantum Minerals,,,Zambia,Kalumbila,,,,ADT operator,,,,,https://www.linkedin.com/in/michael-chikontwe-754b42299/,,,,,,,,,,
P13679,Louis Narmour,Quantinuum,,,United States,United States,,,,Quantum Compiler Engineer,,,,,https://www.linkedin.com/in/louis-narmour-b4b109314/,,,,,,,,,,
P13680,Tony Centeno,Quantum Solutions Inc,,,United States,Los Angeles County,,,,Web Designer,,,,,https://www.linkedin.com/in/tony-centeno-5a115516/,,,,,,,,,,
P13681,Mhlengi Gumede,Quantum Foods Holdings Limited,,,South Africa,West Rand,,,,Laying Farm Manager,,,,,https://www.linkedin.com/in/mhlengi-gumede-68745789/,,,,,,,,,,
P13682,Martin Alig,Quantum,,,Germany,Bavaria,,,,Business Development Manager,,,,,https://www.linkedin.com/in/martin-alig-b8a599133/,,,,,,,,,,
P13683,Victor Rincon,Quantum Auto-Tech,,,United States,Austin,,,,Company Owner,,,,,https://www.linkedin.com/in/victor-rincon-5303b9150/,,,,,,,,,,
P13684,"Pamela Hamilton, RN, BSN, CCM",Quantum Health,,,United States,Columbus,,,,Case Management Nurse,,,,,https://www.linkedin.com/in/pamela-hamilton-rn-bsn-ccm-7706a020/,,,,,,,,,,
P13685,Joey Wills,First Quantum Minerals,,,Perth,Perth,,,,Cost Controller,,,,,https://www.linkedin.com/in/joey-wills-829a87160/,,,,,,,,,,
